"ID","Sales"
1,4073.4787062749
24825,4595.58644177439
5993,3147.56716092984
37665,4980.57866591246
18833,3789.84792975538
12841,4586.71374852335
19689,3608.19943776939
857,4586.71374852335
15409,5658.88615828185
38521,5564.86545005332
13697,4793.22922174534
7705,3602.40776033684
39377,5658.88615828185
20545,4238.98878302682
1713,4793.22922174534
16265,4307.95682771358
33385,5658.88615828185
27393,5658.88615828185
2569,4902.05572393696
40233,4307.95682771358
21401,5658.88615828185
35953,4541.69665934326
34241,4307.95682771358
3425,5483.57801054124
22257,4307.95682771358
9417,5483.57801054124
30817,3789.84792975538
10273,4101.72044457389
35097,4319.77915435756
23113,4319.77915435756
4281,4101.72044457389
14553,5564.86545005332
8561,4285.34512789567
29961,3802.03636081452
25681,4980.57866591246
5137,3666.7740842082
23969,4541.69665934326
36809,4595.58644177439
17977,3802.03636081452
26537,5564.86545005332
11985,4073.4787062749
6849,3715.51601768562
17121,3712.36288818941
29105,3712.36288818941
32529,4238.98878302682
11129,4438.48851227657
31673,3608.19943776939
28249,4307.95682771358
23970,7691.52781150722
1714,8427.06004541547
24826,7846.1973400019
18834,5641.58607343828
38522,8745.73741345409
5994,5441.41050001496
35954,7691.52781150722
2,7714.27414568078
39378,4803.41760093914
4282,3754.42609295268
29106,5701.16685727222
8562,5928.9543699428
9418,4433.10212183381
25682,8780.73325981814
19690,5614.01586015094
34242,3887.42128304993
16266,3887.42128304993
22258,3887.42128304993
26538,8745.73741345409
20546,5905.62724416624
10274,3754.42609295268
30818,5641.58607343828
37666,8780.73325981814
33386,4803.41760093914
14554,8745.73741345409
858,8247.17238217401
21402,4803.41760093914
2570,9248.63599221391
11130,8132.7357318652
5138,5297.45989065093
40234,3887.42128304993
32530,5905.62724416624
36810,7846.1973400019
11986,7714.27414568078
15410,4803.41760093914
35098,7803.76035242844
29962,5744.70032585437
23114,7803.76035242844
17978,5744.70032585437
31674,5614.01586015094
28250,3887.42128304993
6850,5548.92179641829
13698,8427.06004541547
27394,4803.41760093914
7706,5546.5881545
17122,5701.16685727222
12842,8247.17238217401
3426,4433.10212183381
4283,6222.03157702617
23971,10828.2353231834
24827,11092.1819560834
1715,11976.7975734264
8563,8690.31737529673
5995,7574.18763193628
29107,10256.1780006932
38523,14040.2153245696
34243,7061.70329660489
22259,7061.70329660489
35955,10828.2353231834
3,9927.58885216291
20547,10757.875989017
39379,4783.47308530277
16267,7061.70329660489
26539,14040.2153245696
23115,11864.0391792131
18835,8797.04597371279
25683,12588.4532694539
37667,12588.4532694539
859,10388.4844326426
17123,10256.1780006932
5139,8481.10072136304
19691,9880.12275988802
9419,3762.01209998388
7707,8229.34356571423
11987,9927.58885216291
10275,6222.03157702617
35099,11864.0391792131
33387,4783.47308530277
14555,14040.2153245696
21403,4783.47308530277
2571,12581.3475824515
11131,10645.9054306399
29963,9083.16739107195
15411,4783.47308530277
28251,7061.70329660489
32531,10757.875989017
13699,11976.7975734264
36811,11092.1819560834
30819,8797.04597371279
40235,7061.70329660489
6851,7312.76442627608
12843,10388.4844326426
27395,4783.47308530277
17979,9083.16739107195
3427,3762.01209998388
31675,9880.12275988802
860,7326.16859705187
24828,7241.75072529708
5996,5586.51108446813
4284,3389.12493966483
26540,9190.97624347027
23972,7867.93752772811
1716,7999.87824169653
