"ID","Sales"
1,4056.76560030338
24825,4455.41790970221
5993,3373.54509685615
37665,5200.99262138072
18833,3463.97012464508
12841,4509.67341110037
19689,3379.2977301285
857,4509.67341110037
15409,6452.39582260894
38521,5453.88145551831
13697,4590.48232961772
7705,3414.26758137531
39377,6452.39582260894
20545,3868.89076587516
1713,4590.48232961772
16265,4008.60014246183
33385,6452.39582260894
27393,6452.39582260894
2569,4910.16110670653
40233,4008.60014246183
21401,6452.39582260894
35953,4248.55045676598
34241,4008.60014246183
3425,7015.7622105363
22257,4008.60014246183
9417,7015.7622105363
30817,3463.97012464508
10273,3811.89240326
35097,4439.98753976364
23113,4439.98753976364
4281,3811.89240326
14553,5453.88145551831
8561,3932.10881830071
29961,3886.75384858631
25681,5200.99262138072
5137,3426.57530897386
23969,4248.55045676598
36809,4455.41790970221
17977,3886.75384858631
26537,5453.88145551831
11985,4056.76560030338
6849,3364.27009229896
17121,3795.37965512471
29105,3795.37965512471
32529,3868.89076587516
11129,4359.75158766759
31673,3379.2977301285
28249,4008.60014246183
23970,7443.09508906798
1714,9096.28448125432
24826,7692.7897355891
18834,5704.71354238658
38522,8682.46325174607
5994,5479.19137522636
35954,7443.09508906798
2,7624.93390906193
39378,3677.34583800583
4282,3827.84887012682
29106,6390.08945481401
8562,5806.97043125379
9418,3687.69477187452
25682,8374.93714200333
19690,5703.76137816269
34242,3866.29713275319
16266,3866.29713275319
22258,3866.29713275319
26538,8682.46325174607
20546,5876.04944350452
10274,3827.84887012682
30818,5704.71354238658
37666,8374.93714200333
33386,3677.34583800583
14554,8682.46325174607
858,8114.31838057863
21402,3677.34583800583
2570,9292.71406855353
11130,7641.94906329761
5138,5544.20261041076
40234,3866.29713275319
32530,5876.04944350452
36810,7692.7897355891
11986,7624.93390906193
15410,3677.34583800583
35098,7626.03943309831
29962,6093.16440252381
23114,7626.03943309831
17978,6093.16440252381
31674,5703.76137816269
28250,3866.29713275319
6850,5314.71868593512
13698,9096.28448125432
27394,3677.34583800583
7706,5770.91922690005
17122,6390.08945481401
12842,8114.31838057863
3426,3687.69477187452
4283,6304.53249683311
23971,11282.7031992722
24827,10240.8708105269
1715,12730.1135356932
8563,8919.63794664792
5995,7686.34289015953
29107,10067.6908683764
38523,13990.2364836206
34243,7251.24747358981
22259,7251.24747358981
35955,11282.7031992722
3,10061.7872149139
20547,10683.2041572651
39379,4186.3715088589
16267,7251.24747358981
26539,13990.2364836206
23115,11515.782434206
18835,8598.93763970371
25683,12679.0888938849
37667,12679.0888938849
859,10245.7165914535
17123,10067.6908683764
5139,7920.4854379744
19691,9356.32017807672
9419,2941.51663523325
7707,8025.74831156619
11987,10061.7872149139
10275,6304.53249683311
35099,11515.782434206
33387,4186.3715088589
14555,13990.2364836206
21403,4186.3715088589
2571,12794.3814613388
11131,10560.9048698117
29963,9331.44686940241
15411,4186.3715088589
28251,7251.24747358981
32531,10683.2041572651
13699,12730.1135356932
36811,10240.8708105269
30819,8598.93763970371
40235,7251.24747358981
6851,7324.02367718146
12843,10245.7165914535
27395,4186.3715088589
17979,9331.44686940241
3427,2941.51663523325
31675,9356.32017807672
860,6828.65908469717
24828,6750.86809936006
5996,5516.9240383452
4284,3490.98636804117
26540,8950.25740444946
23972,7349.30649667205
1716,8024.27105110618
28252,3418.54677051919
4,7424.92903203172
23116,6301.44836461336
37668,7894.20164750339
16268,3418.54677051919
35956,7349.30649667205
11132,6450.53745000582
19692,5132.70998084627
5140,5091.30200509737
22260,3418.54677051919
32532,5572.45047044097
11988,7424.92903203172
30820,5228.8785019565
39380,4997.41063072587
10276,3490.98636804117
33388,4997.41063072587
14556,8950.25740444946
40236,3418.54677051919
25684,7894.20164750339
6852,5161.21926788986
17124,5481.17773587959
34244,3418.54677051919
15412,4997.41063072587
3428,4985.57426368121
20548,5572.45047044097
9420,4985.57426368121
17980,5704.09325736485
21404,4997.41063072587
35100,6301.44836461336
7708,5244.2478889994
8564,5559.35314566379
29108,5481.17773587959
2572,9531.17218763224
29964,5704.09325736485
36812,6750.86809936006
38524,8950.25740444946
27396,4997.41063072587
13700,8024.27105110618
31676,5132.70998084627
12844,6828.65908469717
18836,5228.8785019565
16269,6570.81588408776
23973,7522.4730896149
4285,6551.65943266444
11989,7147.18503282473
11133,8226.88717429226
861,7518.29126045317
23117,7865.46896622468
1717,9476.70306580058
5997,6024.04386272175
5,7147.18503282473
17125,6889.3507757412
34245,6570.81588408776
22261,6570.81588408776
21405,4485.02336650425
26541,11401.5012741023
9421,4404.79299942353
30821,6032.07627589065
10277,6551.65943266444
35101,7865.46896622468
33389,4485.02336650425
35957,7522.4730896149
5141,6230.89251968416
12845,7518.29126045317
6853,5888.1514210031
36813,7994.11948993909
20549,7285.57790336146
3429,4404.79299942353
32533,7285.57790336146
2573,10746.2161644632
8565,7174.29313800021
